41.29988,41.171227,40.043076,49.40294,39.30469,44.4885,37.339867
30.229874,30.751688,35.459003,34.96738,29.565401,30.93576,30.27798
22.962128,25.365685,26.6044,26.925972,21.919388,24.831272,21.610033
18.175518,19.185081,18.699144,19.794939,17.751524,19.701727,16.869143
13.52333,15.120834,16.423561,18.947315,15.766487,19.926027,13.776549
12.129466,13.702792,12.693512,14.756778,13.258319,13.700419,12.116164
9.374366,11.500841,10.099608,9.637174,12.3352375,10.056506,9.182246
8.248307,7.549574,8.463649,10.117919,8.236935,8.722398,7.2509627
6.8402777,6.984212,7.7734895,7.32585,6.966313,7.692425,7.0759153
5.820159,5.6862907,6.176763,6.478249,6.002886,6.257623,5.6164412
5.276168,5.0326552,5.0531464,5.640631,5.800508,5.189501,5.686554
4.7115865,4.5373893,5.2519784,4.9813848,5.158394,4.8599334,5.051866
4.530921,4.7113595,4.459579,4.7150197,4.6797495,4.635948,4.9950385
4.030088,4.067646,4.113256,4.22759,4.8513584,3.9903347,4.66271
4.3166075,3.6839645,4.209894,4.5247116,4.218042,3.8741698,4.0912704
3.9982185,3.9013913,3.8040922,4.5318766,3.5262625,3.1570387,3.6753156
3.9233449,3.1041932,3.6006515,4.0591383,3.6307194,3.5457466,3.370972
3.518841,3.556372,3.2703955,3.9068906,3.5278735,3.5144756,3.9640448
3.494546,3.1361864,3.5079908,3.374884,3.4528413,3.1823022,3.754832
3.5609689,3.5413895,3.5934885,3.5038292,3.0772123,3.4896688,3.5109982
2.9960353,3.4547822,3.2199252,3.220678,3.0775707,3.0786188,3.38997
3.2967882,2.909622,3.3365495,3.3796668,3.1880293,2.982785,3.2486498
3.2712252,3.220126,3.2361224,3.4082837,3.3525476,3.0095477,3.3883388
3.3108623,3.004958,3.078971,3.4401507,3.5474231,2.6321502,3.2401078
3.0580935,2.9558873,2.6209414,3.114746,2.7832596,2.805333,2.900064
3.1393852,2.6598022,2.952269,3.1677256,3.170148,2.687117,3.0069938
2.8779058,2.7818987,3.0437,3.1692505,2.8758664,2.5138166,2.7000039
3.1797678,2.7530246,3.074142,3.663957,2.9055529,2.7999773,3.3367362
2.8391805,3.0212533,3.1566708,3.167277,2.8135622,2.4529512,3.05706
3.2189739,2.5808384,3.1581295,2.832187,2.9124186,2.595064,3.3545024
3.815515,2.834136,2.8021898,2.9978707,3.0009873,2.6718102,3.0458267
3.048714,2.1275961,2.798548,2.7687912,2.7378423,2.4680293,2.9196043
3.0208747,3.0444283,2.6663506,3.2468266,3.3994248,2.9241726,3.2173824
2.6566145,2.9449718,3.0952885,2.5041137,2.6934917,2.485612,2.6934583
2.790446,2.7421188,2.8245645,2.9932206,2.7324934,2.2711644,2.7886171
2.8408897,2.862316,2.938943,3.0226514,3.3747919,2.3367903,2.7850707
2.865898,3.1052668,3.2420852,3.3122432,2.64478,2.5180712,3.065441
2.9011676,2.8496196,2.9515913,3.2783568,2.8693814,2.2883947,3.0885255
3.307435,2.6518915,2.8569467,2.7004163,2.9829729,2.5995145,2.8972704
3.9444275,2.8381932,2.918236,3.2484736,2.9297776,2.204847,3.2712095
3.2226405,2.8919067,3.3243322,3.248919,2.779355,2.1540086,2.8014874
3.3126993,3.0429611,2.8683152,3.229421,2.7300937,2.267564,3.5033104
3.4118307,2.5695698,3.0007377,3.2126288,3.2549038,2.3548691,3.1863415
2.988045,2.9475029,2.9597938,3.4797826,2.83933,2.4515893,3.3278718
2.907814,2.8199365,2.8835714,3.2719696,3.1138937,2.358573,3.2576172
3.5296652,2.5133634,3.2873259,4.1687627,2.8097734,2.3339174,3.0488386
2.7520895,3.0857174,3.1106331,2.9935203,3.2226133,2.4480221,3.2366664
3.2344337,3.1928918,2.8595753,3.09355,2.558796,2.3355746,2.9885235
3.244103,3.79431,3.0732017,3.4836445,2.6703563,2.378272,3.3661475
2.633832,3.1053886,3.2364619,2.9589314,3.017617,2.366198,3.0499063
2.9083216,3.0883949,2.675952,3.1646008,2.686744,2.483017,3.3651521
2.5458596,3.1327562,3.1261094,2.976858,3.3611135,2.100156,2.9965413
3.0172064,2.6977,3.2466168,2.7802444,3.9531298,2.3544714,3.1309133
2.8694942,2.343708,3.0166948,3.5629756,2.7597506,1.8550327,2.9071229
2.3681486,2.5684144,3.0986426,2.89907,2.6980648,2.0959682,3.535784
2.90031,3.2497475,2.7680852,2.9671497,3.110354,2.0384598,2.6205878
2.840151,2.9526918,2.8833852,2.9309762,2.5967417,2.0926251,2.9992955
2.706423,2.9987404,2.6660357,2.5992875,3.3364162,2.1243575,3.077633
3.3561738,3.0662627,2.9829779,2.95765,2.6405597,2.3134706,2.974946
2.7294848,2.9872794,2.9621737,2.607246,3.017269,2.122454,2.8530347
3.1508234,2.3603063,2.9456124,2.6808949,3.1941252,2.5165267,2.5099652
2.7411265,3.3019245,2.934096,2.8038516,2.5990875,2.2486866,2.726229
2.7457087,3.448076,2.8921282,2.7255926,2.9022052,2.4288116,2.7601492
2.6263046,3.3719842,3.0855498,2.0298378,3.000487,2.1239984,3.0381305
