20.981504,21.43903,19.73836,24.1412,19.829674,21.734087,18.705368
15.420325,15.547892,16.229794,17.441223,14.750209,15.220905,14.955378
11.561241,12.191641,15.128106,13.737714,11.84739,12.088875,10.490415
9.979677,10.056376,9.562098,10.522502,10.915432,9.540458,9.096562
7.5936704,7.98417,8.573191,8.451017,7.899063,7.8316975,7.4819674
6.3630824,7.261765,6.5880733,6.8224115,6.5896573,6.3989973,6.248425
4.767028,5.4790435,5.0812793,4.491711,6.316794,4.759597,4.621766
4.1654215,3.6438513,4.2417803,4.7049255,4.199576,4.2791295,3.7184677
3.4729817,3.4014344,3.8218482,3.462736,3.6202908,3.899369,3.479259
3.003068,2.7827775,3.0149324,3.087441,3.1672013,3.1140232,2.7637322
2.786208,2.4096882,2.4740667,2.734716,2.9362998,2.6196182,2.7934225
2.499216,2.1867576,2.6362236,2.4218483,2.6489267,2.481887,2.53695
2.1859977,2.2730186,2.205619,2.2568636,2.3944836,2.3703966,2.572345
1.9823083,1.9985266,2.0503275,2.0028818,2.4791791,2.11866,2.3556607
2.0826917,1.928376,2.1354628,2.1391168,2.203398,2.0268621,2.0615282
1.9217743,1.9750097,1.8216422,2.046886,1.828588,1.7015747,1.8587574
1.888032,1.5593097,1.7841173,1.7662379,1.7853432,1.8632786,1.7158915
1.6429054,1.8337669,1.5701996,1.807992,1.7379897,1.8956089,2.03081
1.6706009,1.5437553,1.7119393,1.5237269,1.7892315,1.8001907,1.8760628
1.6515496,1.7822083,1.7387359,1.561928,1.5230632,1.8327274,1.7416035
1.4267182,1.7456303,1.5535911,1.3916403,1.6114366,1.6950569,1.6548967
1.547214,1.4577806,1.5316075,1.4969943,1.5938606,1.6519657,1.5812593
1.5887657,1.5951868,1.5688382,1.5408254,1.6807956,1.6827121,1.6585555
1.5668663,1.4559218,1.5422865,1.5290772,1.739704,1.5190245,1.6029787
1.4335194,1.5515773,1.2408574,1.3695533,1.3876497,1.613162,1.4260212
1.5490369,1.3742889,1.4202856,1.4135017,1.5606692,1.5506843,1.5078621
1.3162678,1.4162732,1.5175507,1.3781968,1.4559025,1.484985,1.3293368
1.5249635,1.3953613,1.4951391,1.7303809,1.3413107,1.5923156,1.5887586
1.321811,1.5018641,1.510653,1.4158119,1.4041333,1.391652,1.455447
1.5048337,1.2329013,1.5244715,1.1759552,1.4648637,1.5163746,1.636122
1.7854804,1.3563657,1.3734673,1.262635,1.4094789,1.5972986,1.453482
1.4189532,1.0465351,1.3838632,1.2511406,1.3209858,1.5309762,1.3813598
1.4290795,1.5076323,1.2882888,1.521489,1.7326877,1.7785285,1.5740898
1.2873973,1.4210542,1.5226662,1.0797788,1.2535207,1.6012099,1.3276228
1.3323377,1.3476695,1.3562193,1.3045195,1.2798861,1.3420733,1.3528868
